INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Whatcom Community College,Bellingham,WA,98226,48.7939,-122.493253,0.3643,8,5146.0,11096.0
Whitman College,Walla Walla,WA,99362,46.069815,-118.331546,0.8098,8,61492.0,61492.0
Whitworth University,Spokane,WA,99251,47.753358,-117.416714,0.6839,8,50920.0,50920.0
Yakima Valley College,Yakima,WA,98907-2520,46.586098,-120.528525,0.3377,8,5163.0,5697.0
Appalachian Bible College,Mount Hope,WV,25880-9557,37.853335,-81.198867,0.7561,5,18230.0,18230.0
Bethany College,Bethany,WV,26032,40.205819,-80.560056,0.4625,5,34816.0,34816.0
Bluefield State University,Bluefield,WV,24701-2198,37.265732,-81.239037,0.3456,5,10240.0,17560.0
University of Charleston,Charleston,WV,25304,38.333367,-81.616244,0.4633,5,32842.0,32842.0
Concord University,Athens,WV,24712,37.423723,-81.006696,0.4225,5,9700.0,20600.0
Davis & Elkins College,Elkins,WV,26241-3996,38.931232,-79.846022,0.366,5,31270.0,31270.0
Fairmont State University,Fairmont,WV,26554-2470,39.483079,-80.162433,0.4832,5,8454.0,18372.0
Glenville State University,Glenville,WV,26351-1292,38.93547,-80.834295,0.3549,5,9412.0,11140.0
Marshall University,Huntington,WV,25755,38.422482,-82.428964,0.4869,5,8942.0,20294.0
West Virginia University at Parkersburg,Parkersburg,WV,26104,39.216379,-81.506192,0.3061,5,4420.0,9124.0
Potomac State College of West Virginia University,Keyser,WV,26726,39.438323,-78.981441,0.2598,5,5040.0,12624.0
Salem University,Salem,WV,26426,39.288632,-80.571767,0.273,5,10750.0,13750.0
Shepherd University,Shepherdstown,WV,25443,39.433071,-77.804101,0.4949,5,8642.0,19082.0
West Virginia State University,Institute,WV,25112-1000,38.380541,-81.765034,0.3351,5,9049.0,14623.0
West Liberty University,West Liberty,WV,26074,40.164417,-80.602256,0.6062,5,8732.0,17116.0
West Virginia University Institute of Technology,Beckley,WV,25801,37.775924,-81.184072,0.3612,5,8064.0,20120.0
West Virginia Wesleyan College,Buckhannon,WV,26201-2994,38.990661,-80.218969,0.4945,5,33494.0,33494.0
West Virginia Junior College-Morgantown,Morgantown,WV,26505,39.63248,-79.955006,0.5904,5,14313.0,14313.0
West Virginia University,Morgantown,WV,26506,39.634371,-79.954391,0.612,5,9648.0,27360.0
Wheeling University,Wheeling,WV,26003,40.070873,-80.690804,0.3204,5,29475.0,29475.0
Alverno College,Milwaukee,WI,53234-3922,42.982842,-87.965174,0.5051,3,32794.0,32794.0
Madison Area Technical College,Madison,WI,53704-2599,43.12183,-89.327921,0.2626,3,4780.0,7027.0
Bellin College,Green Bay,WI,54311,44.468277,-87.921722,0.7429,3,28211.0,28211.0
Beloit College,Beloit,WI,53511-5595,42.504022,-89.029285,0.6718,3,58554.0,58554.0
Carroll University,Waukesha,WI,53186,43.004527,-88.228114,0.696,3,37230.0,37230.0
Carthage College,Kenosha,WI,53140-1994,42.622969,-87.820924,0.6051,3,36500.0,36500.0
Concordia University-Wisconsin,Mequon,WI,53097-2402,43.253387,-87.91552,0.6431,3,34250.0,34250.0
Edgewood College,Madison,WI,53711-1997,43.057059,-89.422884,0.6738,3,34850.0,34850.0
Lakeland University,Plymouth,WI,53073,43.841573,-87.883414,0.5575,3,32286.0,32286.0
Lawrence University,Appleton,WI,54911,44.261323,-88.397822,0.7642,3,55461.0,55461.0
Maranatha Baptist University,Watertown,WI,53094,43.195013,-88.737016,0.6569,3,20280.0,20280.0
Marian University,Fond Du Lac,WI,54935-4699,43.777411,-88.420638,0.4119,3,33000.0,33000.0
Marquette University,Milwaukee,WI,53233,43.03903,-87.927961,0.8006,3,48700.0,48700.0
Milwaukee Institute of Art & Design,Milwaukee,WI,53202-6003,43.030917,-87.907925,0.6327,3,42268.0,42268.0
Milwaukee School of Engineering,Milwaukee,WI,53202-3109,43.045364,-87.907691,0.7154,3,48421.0,48421.0
Mount Mary University,Milwaukee,WI,53222-4597,43.072507,-88.030732,0.5887,3,34390.0,34390.0
Northland College,Ashland,WI,54806-3999,46.579087,-90.87476,0.4332,3,42491.0,42491.0
Ripon College,Ripon,WI,54971-0248,43.844135,-88.842333,0.5991,3,50700.0,50700.0
Saint Norbert College,De Pere,WI,54115-2099,44.44483,-88.067812,0.7357,3,44432.0,44432.0
Viterbo University,La Crosse,WI,54601-8804,43.803133,-91.244297,0.6516,3,32350.0,32350.0
University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,42.835563,-88.742368,0.643,3,8250.0,17916.0
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,44.798284,-91.501906,0.6756,3,9277.0,18516.0
University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,44.532298,-87.919973,0.5309,3,8342.0,16929.0
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,43.81568,-91.23186,0.7119,3,9651.0,18691.0
Wisconsin Lutheran College,Milwaukee,WI,53226-4699,43.036943,-88.022718,0.6266,3,35080.0,35080.0
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,44.026206,-88.549369,0.5789,3,8212.0,16125.0
University of Wisconsin-Parkside,Kenosha,WI,53144,42.647718,-87.855231,0.3982,3,7855.0,16497.0
Herzing University-Madison,Madison,WI,53718,43.14415,-89.291561,0.2759,3,13420.0,13420.0
University of Wisconsin-Stout,Menomonie,WI,54751,44.873187,-91.926653,0.5253,3,10142.0,18706.0
University of Wisconsin-Superior,Superior,WI,54880-4500,46.717629,-92.091007,0.4412,3,8487.0,16400.0
University of Wisconsin-Madison,Madison,WI,53706-1380,43.075409,-89.404098,0.8933,3,11205.0,40603.0
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,43.076848,-87.880488,0.5119,3,10020.0,22020.0
University of Wisconsin-Platteville,Platteville,WI,53818-3099,42.733451,-90.48622,0.6154,3,8315.0,17274.0
University of Wisconsin-River Falls,River Falls,WI,54022-5001,44.8534,-92.622641,0.6088,3,8606.0,16887.0
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,44.529582,-89.570934,0.5596,3,8834.0,17854.0
Central Wyoming College,Riverton,WY,82501,43.030556,-108.426738,0.4043,7,4680.0,10980.0
Laramie County Community College,Cheyenne,WY,82007-3299,41.104288,-104.778789,0.3131,7,4613.0,10913.0
Northwest College,Powell,WY,82435-1898,44.760656,-108.761853,0.4375,7,4935.0,11235.0
Western Wyoming Community College,Rock Springs,WY,82901,41.590964,-109.237126,0.3333,7,4250.0,10550.0
University of Wyoming,Laramie,WY,82071,41.311773,-105.57931,0.5985,7,6938.0,22718.0
American Samoa Community College,Pago Pago,AS,96799-2609,-14.322636,-170.742774,0.4774,9,5460.0,5760.0
Guam Community College,Mangilao,GU,96913,13.440649,144.808944,0.224,9,3414.0,4614.0
University of Guam,Mangilao,GU,96923,13.433047,144.803978,0.4211,9,6110.0,11414.0
Northern Marianas College,Saipan,MP,96950-1250,15.152247,145.721733,0.4216,9,4038.0,5520.0
Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,18.205685,-67.111207,0.4603,9,8050.0,8050.0
Atlantic University,Guaynabo,PR,00970,18.357395,-66.111714,0.3574,9,8280.0,8280.0
Universidad Central de Bayamon,Bayamón,PR,00960-1725,18.398864,-66.180773,0.3789,9,5986.0,5986.0
Columbia Central University-Caguas,Caguas,PR,00726,18.22329,-66.022543,0.5386,9,7314.0,7314.0
Albizu University-San Juan,San Juan,PR,00902-3711,18.466573,-66.113908,0.69,9,7797.0,7797.0
Caribbean University-Bayamon,Bayamon,PR,00960-0493,18.383136,-66.168315,0.367,9,5966.0,5966.0
Caribbean University-Carolina,Carolina,PR,00985,18.380193,-65.960036,0.44,9,5966.0,5966.0
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,18.446006,-66.679114,0.3919,9,6238.0,6238.0
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717-9997,18.00165,-66.617138,0.4794,9,6340.0,6340.0
CEM College-San Juan,San Juan,PR,00926-1931,18.393955,-66.035797,0.2584,9,12900.0,12900.0
Universidad Teologica del Caribe,Trujillo Alto,PR,00978-0901,18.373928,-66.010617,0.2105,9,6660.0,6660.0
Colegio Universitario de San Juan,San Juan,PR,00918,18.428528,-66.066529,0.3013,9,2340.0,2340.0
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926-2602,18.387183,-66.061647,0.3111,9,6920.0,6920.0
Puerto Rico Conservatory of Music,San Juan,PR,00907-3373,18.454016,-66.078811,0.5714,9,3370.0,3370.0
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,18.338036,-66.992287,0.3727,9,7050.0,14125.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,00902-1112,18.46778,-66.121348,0.4493,9,4902.0,8502.0
Huertas College,Caguas,PR,00725,18.236147,-66.025572,0.5811,9,8520.0,8520.0
Humacao Community College,Humacao,PR,00791,18.148274,-65.826857,0.5493,9,6560.0,6560.0
Inter American University of Puerto Rico-San German,San German,PR,00683,18.08353,-67.05082,0.4272,9,5580.0,5580.0
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,00603,18.467886,-67.121671,0.3871,9,5542.0,5542.0
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,00614,18.47509,-66.75901,0.3537,9,5580.0,5580.0
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,18.182777,-66.303153,0.3837,9,5542.0,5542.0
Inter American University of Puerto Rico-Metro,San Juan,PR,00919,18.368988,-66.077711,0.316,9,5580.0,5580.0
Inter American University of Puerto Rico-Ponce,Mercedita,PR,00715-1602,18.007388,-66.578498,0.4311,9,5580.0,5580.0
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738-7003,18.329222,-65.648052,0.3285,9,5580.0,5580.0
Inter American University of Puerto Rico-Guayama,Guayama,PR,00784,17.96635,-66.108164,0.3936,9,5580.0,5580.0
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,00957-6257,18.351631,-66.182473,0.3301,9,5580.0,5580.0
NUC University,Bayamon,PR,00960,18.396872,-66.157027,0.5618,9,8054.0,9884.0
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604-1309,18.498652,-67.13793,0.4766,9,5954.0,5954.0
University of Puerto Rico-Arecibo,Arecibo,PR,00614-4010,18.469199,-66.74114,0.5068,9,5324.0,5324.0
University of Puerto Rico-Bayamon,Bayamon,PR,00959,18.371398,-66.143541,0.3141,9,6284.0,6284.0
University of Puerto Rico-Carolina,Carolina,PR,00984-4800,18.392069,-65.990165,0.4023,9,7986.0,7986.0
University of Puerto Rico at Cayey,Cayey,PR,00737-2230,18.11882,-66.162066,0.4861,9,5354.0,5354.0
University of Puerto Rico-Humacao,Humacao,PR,00792,18.146589,-65.838602,0.5293,9,5364.0,5364.0
University of Puerto Rico-Utuado,Utuado,PR,00641,18.254577,-66.721667,0.2457,9,5354.0,5354.0
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,18.211142,-67.139172,0.4696,9,5274.0,5274.0
University of Puerto Rico at Ponce,Ponce,PR,00716-9996,17.993314,-66.606215,0.5058,9,5354.0,5354.0
University of Puerto Rico-Rio Piedras,San Juan,PR,00931-0000,18.402826,-66.050009,0.5248,9,5324.0,5324.0
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985-0985,18.414805,-65.983869,0.3641,9,6920.0,6920.0
Universidad del Sagrado Corazon,Santurce,PR,00907,18.441166,-66.059617,0.436,9,6360.0,6360.0
Universidad Central Del Caribe,Bayamon,PR,00960-6032,18.366171,-66.153758,0.5909,9,6442.0,6602.0
Universidad Politecnica de Puerto Rico,Hato Rey,PR,00919,18.422195,-66.056084,0.2356,9,9810.0,9810.0
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,00680-1713,18.182375,-67.145695,0.4211,9,6238.0,6238.0
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,00778-3030,18.239647,-66.006259,0.3021,9,6920.0,6920.0
College of Micronesia-FSM,Pohnpei,FM,96941,6.909759,158.158189,0.2947,9,5050.0,5050.0
University of the Virgin Islands,Charlotte Amalie,VI,00802-9990,18.344193,-64.972866,0.2857,9,5612.0,15521.0
Stanford University,Stanford,CA,94305,37.429434,-122.167359,0.9282,8,62484.0,62484.0
Purdue University-Main Campus,West Lafayette,IN,47907-2040,40.428206,-86.914435,0.831,3,9992.0,28794.0
Parker University,Dallas,TX,75229-5668,32.880335,-96.893564,0.7179,6,17457.0,17457.0
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,00918,18.415375,-66.055403,0.2362,9,7050.0,14125.0
City College-Hollywood,Hollywood,FL,33024-4045,26.025173,-80.22004,0.8333,5,18615.0,18615.0
St. John's College,Santa Fe,NM,87505-4599,35.666974,-105.912478,0.6,6,38946.0,38946.0
Mid-America Christian University,Oklahoma City,OK,73170-9797,35.347785,-97.578297,0.3333,6,19896.0,19896.0
Beckfield College-Florence,Florence,KY,41042,39.017166,-84.641475,0.303,5,13295.0,13295.0
Landmark College,Putney,VT,05346,42.977172,-72.512549,0.2651,1,64290.0,64290.0
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237,42.471924,-83.200754,0.4615,3,8600.0,8600.0
Collin County Community College District,McKinney,TX,75069,33.16241,-96.63894,0.2181,6,1864.0,5614.0
ECPI University,Virginia Beach,VA,23462,36.842526,-76.178773,0.447,5,18484.0,18484.0
South University-Columbia,Columbia,SC,29203,34.098042,-80.961839,0.0,5,18238.0,18238.0
Lac Courte Oreilles Ojibwe University,Hayward,WI,54843,45.942252,-91.365002,0.1333,3,6030.0,6030.0
Platt College-Los Angeles,Alhambra,CA,91803,34.081723,-118.150013,0.6225,8,14804.0,14804.0
Platt College-Aurora,Greenwood Village,CO,80111,39.613133,-104.899235,0.2,7,20590.0,20590.0
Northwestern College,Oak Lawn,IL,60453,41.721406,-87.742567,0.3373,3,18475.0,18475.0
University of Massachusetts Global,Irvine,CA,92618,33.656401,-117.769012,0.0,8,12520.0,12520.0
New College of Florida,Sarasota,FL,34243-2109,27.384925,-82.55858,0.6181,5,6916.0,29944.0
Montana Bible College,Billings,MT,59106,45.741788,-108.615675,0.5714,7,13600.0,13600.0
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,33139,25.782445,-80.141334,0.3636,5,9300.0,9300.0
Caribbean University-Ponce,Ponce,PR,00716-7733,18.006633,-66.59425,0.4167,9,5966.0,5966.0
Caribbean University-Vega Baja,Vega Baja,PR,00964,18.444882,-66.40315,0.625,9,5966.0,5966.0
University of Advancing Technology,Tempe,AZ,85283,33.377712,-111.976087,0.3929,6,19430.0,19430.0
Paradise Valley Community College,Phoenix,AZ,85032,33.652135,-112.009865,0.1977,6,2358.0,8958.0
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,33442,26.30294,-80.134508,0.0,5,7380.0,7380.0
Pennsylvania College of Technology,Williamsport,PA,17701-5799,41.234145,-77.023665,0.5042,2,17940.0,25680.0
Stone Child College,Box Elder,MT,59521-9796,48.289808,-109.870182,0.325,7,3610.0,3610.0
California State University-San Marcos,San Marcos,CA,92096-0001,33.130569,-117.159013,0.5418,8,7739.0,19619.0
Hodges University,Fort Myers,FL,33966,26.610865,-81.821419,0.2239,5,15580.0,15580.0
Nossi College of Art and Design,Nashville,TN,37115,36.24323,-86.738561,0.3548,5,20350.0,20350.0
Bryan University,Springfield,MO,65804,37.135397,-93.248107,0.275,4,15868.0,15868.0
Fremont University,Cerritos,CA,90703,33.868382,-118.097019,0.338,8,,
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11219,40.628468,-73.992328,0.6154,2,11500.0,11500.0
CEM College-Humacao,Humacao,PR,00791-4210,18.148771,-65.821107,0.44,9,12900.0,12900.0
Universal Technology College of Puerto Rico,Aguadilla,PR,00603,18.42812,-67.155628,0.5487,9,,
College of the Marshall Islands,Majuro,MH,96960,7.102688,171.378129,0.1418,9,6840.0,7480.0
Northwest College of Art & Design,Tacoma,WA,98402,47.25249,-122.43885,0.3636,8,18100.0,18100.0
University of Washington-Bothell Campus,Bothell,WA,98011-8246,47.759773,-122.191293,0.6822,8,12559.0,41913.0
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100,47.244594,-122.438541,0.6226,8,12817.0,42171.0
Valley College-Martinsburg,Martinsburg,WV,25404-6203,39.486897,-77.959272,0.5828,5,,
Pacific College of Health and Science,San Diego,CA,92108-4407,32.778391,-117.16073,0.6727,8,10732.0,10732.0
Bay Mills Community College,Brimley,MI,49715,46.45482,-84.606312,0.3036,3,3320.0,3320.0
Fond du Lac Tribal and Community College,Cloquet,MN,55720-2342,46.690069,-92.451326,0.2083,4,5999.0,5999.0
Northwest Indian College,Bellingham,WA,98226-9217,48.794131,-122.614656,0.2692,8,3969.0,3969.0
Provo College,Provo,UT,84601,40.245294,-111.68431,0.6364,7,16491.0,16491.0
Beacon College,Leesburg,FL,34748,28.811281,-81.87415,0.5732,5,49230.0,49230.0
University of the Potomac-Washington DC Campus,Washington,DC,20005,38.90054,-77.032531,0.5,2,6660.0,6660.0
Rabbi Jacob Joseph School,Edison,NJ,08817-4494,40.501001,-74.397954,0.0357,2,12700.0,12700.0
Everglades University,Boca Raton,FL,33431,26.391218,-80.108331,0.5775,5,20768.0,20768.0
Herzing University-Orlando,Winter Park,FL,32792,28.615784,-81.312669,0.4545,5,13420.0,13420.0
College of Biblical Studies-Houston,Houston,TX,77036-3211,29.716676,-95.506559,0.6,6,7475.0,9275.0
The College of Health Care Professions-Northwest,Houston,TX,77092,29.836247,-95.485204,0.4593,6,,
Southern California Institute of Technology,Anaheim,CA,92801-3758,33.8381,-117.950661,0.7944,8,20515.0,20515.0
Soka University of America,Aliso Viejo,CA,92656-8081,33.554546,-117.735344,0.8692,8,37450.0,37450.0
World Mission University,Los Angeles,CA,90020,34.064918,-118.289484,0.5,8,6920.0,6920.0
Brookline College-Tempe,Tempe,AZ,85281,33.4163,-111.961365,0.6548,6,,
Schiller International University,Tampa,FL,33602,27.947866,-82.459292,0.5,5,13680.0,13680.0
Yeshivas Novominsk,Brooklyn,NY,11204-2138,40.623395,-73.989968,0.6512,2,8640.0,8640.0
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211,40.704389,-73.956772,0.4,2,21850.0,21850.0
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,33716,27.865391,-82.648151,0.6449,5,16400.0,16400.0
Galen College of Nursing-San Antonio,San Antonio,TX,78229,29.507685,-98.585653,0.6809,6,16400.0,16400.0
Pacific Bible College,Medford,OR,97501,42.326183,-122.880612,0.4,8,6555.0,6555.0
Florida National University-Main Campus,Hialeah,FL,33012,25.86178,-80.321846,0.2811,5,16088.0,16088.0
South Texas College,McAllen,TX,78501,26.217591,-98.253634,0.2758,6,4920.0,7500.0
California State University-Monterey Bay,Seaside,CA,93955-8001,36.652397,-121.796178,0.6323,8,7437.0,19317.0
Capella University,Minneapolis,MN,55402-3389,44.976286,-93.268796,0.3333,4,14436.0,14436.0
College of Menominee Nation,Keshena,WI,54135-1179,44.859044,-88.625628,0.275,3,6200.0,6200.0
Pacific College of Health and Science,New York,NY,10038,40.7088,-74.006721,0.6774,2,11234.0,11234.0
Trine University-Regional/Non-Traditional Campuses,Angola,IN,46703,41.632502,-85.008009,1.0,3,9576.0,9576.0
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,63703-4507,37.302453,-89.54587,1.0,4,11691.0,11691.0
Messenger College,Bedford,TX,76021,32.85076,-97.161015,0.5556,6,11200.0,11200.0
New York College of Health Professions,Syosset,NY,11791-4413,40.811129,-73.51534,0.5417,2,14235.0,14235.0
Centura College-Chesapeake,Chesapeake,VA,23320,36.765954,-76.227712,0.6667,5,16637.0,16637.0
University of Phoenix-Hawaii,Kapolei,HI,96707-2082,21.334103,-158.08161,0.6667,8,,
Yeshiva D'monsey Rabbinical College,Monsey,NY,10952,41.114173,-74.064721,0.0526,2,9200.0,9200.0
Arizona College of Nursing-Tempe,Tempe,AZ,85282-1840,33.403079,-111.965808,0.0909,6,24853.0,24853.0
Eastern International College-Jersey City,Jersey City,NJ,07306,40.735178,-74.060452,0.2545,2,18947.0,18947.0
Pacific College,Costa Mesa,CA,92626-3402,33.680043,-117.873382,0.7586,8,,
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,32114-3900,29.189903,-81.048367,0.2156,5,11665.0,11665.0
Southeastern College-West Palm Beach,West Palm Beach,FL,33409,26.702216,-80.085966,0.6667,5,23584.0,23584.0
Strayer University-Maryland,Suitland,MD,20746,38.827438,-76.918039,0.0,2,13920.0,13920.0
San Juan Bautista School of Medicine,Caguas,PR,00725-4968,18.220528,-66.050389,0.3333,9,9489.0,15686.0
Yeshiva of the Telshe Alumni,Riverdale,NY,10471-2897,40.896668,-73.911096,0.0606,2,9400.0,9400.0
Platt College-Ontario,Ontario,CA,91764,34.068595,-117.571744,0.5729,8,14804.0,14804.0
American University of Health Sciences,Signal Hill,CA,90755-3612,33.796849,-118.171366,0.5,8,24575.0,24575.0
Career Networks Institute,Santa Ana,CA,92705,33.721058,-117.8478,0.7692,8,,
Carolinas College of Health Sciences,Charlotte,NC,28217,35.181863,-80.927508,1.0,5,19095.0,19095.0
Western Governors University,Salt Lake City,UT,84107,40.68481,-111.869752,0.5089,7,8300.0,8300.0
California Aeronautical University,Bakersfield,CA,93308,35.434905,-119.049264,0.4194,8,35465.0,35465.0
Herzing University-New Orleans,Metairie,LA,70002,30.019252,-90.155851,0.2857,5,13420.0,13420.0
Florida Gulf Coast University,Fort Myers,FL,33965-6565,26.463638,-81.7726,0.5602,5,6118.0,25162.0
Ilisagvik College,Barrow,AK,99723,71.324702,-156.679486,0.3571,8,5260.0,5260.0
Dewey University-Carolina,Carolina,PR,00986,18.376596,-65.958397,0.6197,9,7630.0,7630.0
Yeshiva College of the Nations Capital,Silver  Spring,MD,20902,39.042404,-77.030566,0.5,2,11100.0,11100.0
Los Angeles Film School,Hollywood,CA,90028,34.098338,-118.3284,0.4216,8,,
International Baptist College and Seminary,Chandler,AZ,85286,33.273788,-111.879629,0.4286,6,13500.0,13500.0
University of Connecticut-Waterbury Campus,Waterbury,CT,06702,41.555617,-73.039242,0.5948,1,17462.0,40130.0
University of Connecticut-Avery Point,Groton,CT,06340-6097,41.316419,-72.065336,0.5667,1,17462.0,40130.0
University of Connecticut-Stamford,Stamford,CT,06901-2315,41.056081,-73.542206,0.5686,1,17472.0,40140.0
University of Management and Technology,Arlington,VA,22209-1609,38.89743,-77.072001,1.0,5,9450.0,9450.0
American InterContinental University-Atlanta,Atlanta,GA,30328,33.938779,-84.354907,0.2105,5,13416.0,13416.0
Cascadia College,Bothell,WA,98011-8205,47.760915,-122.191572,0.4124,8,4914.0,10864.0
CBD College,Los Angeles,CA,90010,34.06231,-118.306221,0.686,8,,
The King's University,Southlake,TX,76092,32.93973,-97.121526,0.4,6,12480.0,12480.0
Pacific Islands University,Mangilao,GU,96913-5917,13.465046,144.835821,0.5,9,7203.0,7203.0
PCI College,Cerritos,CA,90703,33.87475,-118.100169,0.7692,8,,
Acupuncture and Massage College,Miami,FL,33176,25.686382,-80.364141,0.7931,5,11980.0,11980.0
New Saint Andrews College,Moscow,ID,83843-1525,46.731422,-117.001804,0.697,7,15700.0,15700.0
Atenas College,Manati,PR,00674-0000,18.429776,-66.488422,0.4259,9,8198.0,8198.0
Pillar College,Newark,NJ,07102,40.738539,-74.169153,0.3409,2,24820.0,24820.0
Oregon State University-Cascades Campus,Bend,OR,97702,44.042795,-121.333703,0.5116,8,12594.0,34944.0
Smith Chason College,Los Angeles,CA,90010,34.061409,-118.302836,0.4851,8,19100.0,19100.0
American Institute of Alternative Medicine,Columbus,OH,43229,40.102442,-82.988733,0.5455,3,17291.0,17291.0
Universidad Pentecostal Mizpa,Rio Piedras,PR,00928,18.358258,-66.085117,0.1429,9,4220.0,4220.0
Nevada State University,Henderson,NV,89002,35.982345,-114.938044,0.3103,8,6368.0,20449.0
California State University-Channel Islands,Camarillo,CA,93012,34.162949,-119.04356,0.5345,8,6817.0,18697.0
Franklin W Olin College of Engineering,Needham,MA,02492-1200,42.293527,-71.263378,0.9222,1,64458.0,64458.0
Pennsylvania College of Health Sciences,Lancaster,PA,17601,40.060419,-76.247035,0.6703,2,31866.0,31866.0
St Louis College of Health Careers-Fenton,Fenton,MO,63026,38.544635,-90.470904,0.7419,4,,
University of Arkansas Grantham,LIttle Rock,AR,72207,34.775996,-92.343582,0.243,5,8280.0,8280.0
University of the Potomac-VA Campus,FALLS CHURCH,VA,22043-2536,38.906944,-77.216062,0.7778,5,6660.0,6660.0
Pacific College of Health and Science,Chicago,IL,60601,41.886588,-87.625488,0.6786,3,7508.0,7508.0
Faith International University,Tacoma,WA,98407-0186,47.280168,-122.51687,0.6667,8,8850.0,8850.0
Family of Faith Christian University,Shawnee,OK,74804,35.462234,-96.901413,0.25,6,8220.0,8220.0
West Coast University-Los Angeles,North Hollywood,CA,91606,34.187134,-118.39941,0.4444,8,37194.0,37194.0
Williamson Christian College,Franklin,TN,37067,35.95616,-86.828311,0.5,5,15010.0,15010.0
DigiPen Institute of Technology,Redmond,WA,98052,47.68871,-122.150603,0.5156,8,37400.0,37400.0
Dewey University-Hato Rey,Hato Rey,PR,00910,18.417614,-66.043033,0.5224,9,6970.0,6970.0
InterCoast Colleges-West Covina,West Covina,CA,91791,34.073357,-117.897148,0.8133,8,,
Miller-Motte College-Chattanooga,Chattanooga,TN,37421,35.034287,-85.181925,0.5594,5,,
Strayer University-Tennessee,Memphis,TN,38118,35.076643,-89.901042,0.0,5,13920.0,13920.0
Brookline College-Albuquerque,Albuquerque,NM,87105,35.08781,-106.68749,0.6528,6,,
ATI College-Whittier,Whitter,CA,90603-0000,33.948364,-118.003687,0.2,8,,
Baptist University of the Americas,San Antonio,TX,78224-1443,29.342919,-98.541223,0.2727,6,7680.0,7680.0
Beis Medrash Heichal Dovid,Far Rockaway,NY,11691-4433,40.596845,-73.751633,0.1765,2,10040.0,10040.0
Charlotte Christian College and Theological Seminary,Charlotte,NC,28227-9446,35.159664,-80.737194,0.0,5,11960.0,11960.0
Nightingale College,Salt Lake City,UT,84111,40.767465,-111.887917,0.45,7,,
American InterContinental University System,Chandler,AZ,85286,33.278816,-111.804036,0.212,6,12310.0,12310.0
American InterContinental University-Houston,Houston,TX,77042,29.728216,-95.548302,0.4545,6,14842.0,14842.0
University of California-Merced,Merced,CA,95343-5603,37.366237,-120.424944,0.6915,8,14167.0,44944.0
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,65248-1198,39.150497,-92.685253,0.0,4,6960.0,6960.0
Neumont College of Computer Science,Salt Lake City,UT,84111-1917,40.766096,-111.890573,0.5655,7,27375.0,27375.0
Johnson & Wales University-Charlotte,Charlotte,NC,28202,35.233502,-80.851208,0.5211,5,40408.0,40408.0
Ave Maria University,Ave Maria,FL,34142-9505,26.335983,-81.438945,0.5548,5,28222.0,28222.0
ATA Career Education,Spring Hill,FL,34606,28.452699,-82.595376,0.6296,5,14895.0,14895.0
Ecclesia College,Springdale,AR,72762,36.2141,-94.236643,0.3654,5,16850.0,16850.0
Los Angeles College of Music,Pasadena,CA,91105,34.139293,-118.150113,0.4737,8,25650.0,25650.0
SAE Institute of Technology-Nashville,Nashville,TN,37203,36.15039,-86.790448,0.4575,5,17027.0,17027.0
Stanbridge University,Irvine,CA,92612,33.678879,-117.857636,0.7719,8,,
Uta Mesivta of Kiryas Joel,Monroe,NY,10950,41.333864,-74.161179,0.7841,2,15000.0,15000.0
